1000000.00,0.0004936
1074285.75,0.0006653
1148571.50,0.0008805
1222857.25,0.0011497
1297143.00,0.0014698
1371428.75,0.0018632
1445714.50,0.0023370
1520000.25,0.0029044
1594286.00,0.0035751
1668571.75,0.0043736
1742857.50,0.0053068
1817143.25,0.0063928
1891429.00,0.0076664
1965714.75,0.0091469
2040000.50,0.0108544
2114286.25,0.0128322
2188572.00,0.0151084
2262857.75,0.0177273
2337143.50,0.0207339
2411429.25,0.0241817
2485715.00,0.0281262
2560000.75,0.0326371
2634286.50,0.0377830
2708572.25,0.0436573
2782858.00,0.0503754
2857143.75,0.0580199
2931429.50,0.0667254
3005715.25,0.0766517
3080001.00,0.0879467
3154286.50,0.1008023
3228572.25,0.1154387
3302858.00,0.1320315
3377143.75,0.1509331
3451429.50,0.1723415
3525715.25,0.1965931
3600001.00,0.2239998
3674286.75,0.2548588
3748572.50,0.2894469
3822858.25,0.3279351
3897144.00,0.3704650
3971429.75,0.4061666
4045715.25,0.4669384
4120000.75,0.5199589
4194286.25,0.5748347
4268572.00,0.6306611
4342857.50,0.6854206
4417143.00,0.7376952
4491428.50,0.7858598
4565714.00,0.8286880
4639999.50,0.8372750
4714285.00,0.8969086
4788570.50,0.9191426
4862856.00,0.9421407
4937141.50,0.9574403
5011427.00,0.9696622
5085712.50,0.9782186
5159998.00,0.9854146
5234283.50,0.9903728
5308569.00,0.9941021
5382854.50,0.9966747
5457140.00,0.9988346
5531425.50,1.0002933
5605711.00,1.0013056
5679996.50,1.0017216
5754282.00,1.0022193
5828567.50,1.0024466
5902853.00,1.0021616
5977138.50,1.0017082
6051424.00,1.0013012
6125709.50,1.0005155
6199995.00,0.9995171
6274280.50,0.9978077
6348566.00,0.9966899
6422851.50,0.9960819
6497137.00,0.9950030
6571422.50,0.9939547
6645708.00,0.9930673
6719993.50,0.9917493
6794279.00,0.9919585
6868564.50,0.9918747
6942850.00,0.9861602
7017135.50,0.9925044
7091421.00,0.9924165
7165706.50,0.9941633
7239992.00,0.9952385
7314277.50,0.9951037
7388563.00,0.9977483
7462848.50,0.9985164
7537134.00,1.0001813
7611419.50,1.0014048
7685705.00,1.0022976
7759990.50,1.0030673
7834276.00,1.0025037
7908561.50,1.0036939
7982847.00,1.0037181
8057132.50,1.0035433
8131418.00,1.0029152
8205703.50,1.0018895
8279989.00,1.0000333
8354274.50,0.9983426
8428560.00,0.9956106
8502846.00,0.9916152
8577131.00,0.9867483
8651417.00,0.9799656
8725702.00,0.9708748
8799988.00,0.9591449
8874273.00,0.9437789
8948559.00,0.9240936
9022844.00,0.8996284
9097130.00,0.8695755
9171415.00,0.8336245
9245701.00,0.6596418
9319986.00,0.7454564
9394272.00,0.6950147
9468557.00,0.6410577
9542843.00,0.5872350
9617128.00,0.5331196
9691414.00,0.4804556
9765699.00,0.4308777
9839985.00,0.3844439
9914270.00,0.3416158
9988556.00,0.3027026
10062841.00,0.2676014
10137127.00,0.2361294
10211412.00,0.2080285
10285698.00,0.1830838
10359983.00,0.1609514
10434269.00,0.1413682
10508554.00,0.1241099
10582840.00,0.1087345
10657125.00,0.0953529
10731411.00,0.0835090
10805696.00,0.0730145
10879982.00,0.0637654
10954268.00,0.0556814
11028553.00,0.0485243
11102839.00,0.0396348
11177124.00,0.0366776
11251410.00,0.0318199
11325695.00,0.0275206
11399981.00,0.0237652
11474266.00,0.0204774
11548552.00,0.0176009
11622837.00,0.0150800
11697123.00,0.0128594
11771408.00,0.0109393
11845694.00,0.0092672
11919979.00,0.0078308
11994265.00,0.0065948
12068550.00,0.0054994
12142836.00,0.0045721
12217121.00,0.0037659
12291407.00,0.0030870
12365692.00,0.0025056
12439978.00,0.0020260
12514263.00,0.0016258
12588549.00,0.0012930
12662834.00,0.0010089
12737120.00,0.0007914
12811405.00,0.0005906
12885691.00,0.0004601
12959976.00,0.0003305
